Species Name,"Organism
Type",Synonyms,Common Names,Broad Habitat,Exotic in,Invasive in,Main Reference
Odocoileus virginianus,"Vertebrate -
Mammal",,White-tailed deer;,Terrestrial,Jamaica;,Jamaica:,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Odontella aurita,Micro-algae,,Diatoms,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Odontella aurita,Micro-algae,,Diatoms,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Oeceoclades maculata,Plant - Herb,,,,Martinique;Guadeloupe;,Guadeloupe;Martinique;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Oeceoclades maculata,Plant - Herb,,,,Martinique;Guadeloupe;,Guadeloupe;Martinique;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Oenebra muricoides,"Invertebrate -
Mollusc",,Adam's dward triton;,Marine,Curacao,Curacao;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oenebra muricoides,"Invertebrate -
Mollusc",,Adam's dward triton;,Marine,Curacao,Curacao;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oithona ovalis,"Invertebrate -
crustacean",,A copepod,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Oithona ovalis,"Invertebrate -
crustacean",,A copepod,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Oithona plumifera,"Invertebrate -
crustacean",,A copepod,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Oithona plumifera,"Invertebrate -
crustacean",,A copepod,Marine,Colombia;,,"Lopez Vyjayanthi and Ulrike Krauss. National and Regional
Capacities and Experiences on Marine Invasive Species,Including
Ballast Waters, Management Programmes in the Wider Caribbean
Region - a Compilation of Current Information. 2006."
Olea europea,Plant - Tree,,Olive;European olive;,Terrestrial,Bermuda;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Olea europea,Plant - Tree,,Olive;European olive;,Terrestrial,Bermuda;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Olla v-nigrum,"Invertebrate -
Insect",,Ladybird beetle,Terrestrial,Bahamas Islands;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Olla v-nigrum,"Invertebrate -
Insect",,Ladybird beetle,Terrestrial,Bahamas Islands;,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oncoba echinata,Plant - Tree,,,Terrestrial,Puerto Rico,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oncoba echinata,Plant - Tree,,,Terrestrial,Puerto Rico,,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oncorhynchus mykiss,Vertebrate - Fish,Salmo gairdneri,"Trucha arco iris (DR);rainbow trout;steelhead
trout",Freshwater,"Dominican Republic;Puerto Rico;Venezuela;Guyana;Honduras;Colombia;
Guatemala;Costa Rica;Panama;Florida;Texas;Louisiana;",Dominican Republic;Colombia;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oncorhynchus mykiss,Vertebrate - Fish,Salmo gairdneri,"Trucha arco iris (DR);rainbow trout;steelhead
trout",Freshwater,"Dominican Republic;Puerto Rico;Venezuela;Guyana;Honduras;Colombia;
Guatemala;Costa Rica;Panama;Florida;Texas;Louisiana;",Dominican Republic;Colombia;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oncorhynchus tshawytscha,Vertebrate - Fish,,Chinook Salmon,Marine,Mexico;Nicaragua;,,"CABI,2012. Oncorhynchus tshawytscha. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."
Oncorhynchus tshawytscha,Vertebrate - Fish,,Chinook Salmon,Marine,Mexico;Nicaragua;,,"CABI,2012. Oncorhynchus tshawytscha. In: Invasive Species
Compendium. Wallingford, UK: CAB International.
http://www.cabi.org/isc."
Ophiostoma ulmi sensu lato,Fungus,,Dutch Elm disease (DED),,Netherlands Antilles;,Netherlands Antilles;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Ophiostoma ulmi sensu lato,Fungus,,Dutch Elm disease (DED),,Netherlands Antilles;,Netherlands Antilles;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Opogona sacchari,"Invertebrate -
Insect",,Banana moth,,"Bermuda, Barbados, Venezuela",Bermuda;Barbados;Venezuela;,"CABI,2011. Opogona sacchari. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Opogona sacchari,"Invertebrate -
Insect",,Banana moth,,"Bermuda, Barbados, Venezuela",Bermuda;Barbados;Venezuela;,"CABI,2011. Opogona sacchari. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Opuntia aurantiaca,Plant - Succulent,,Jointed cactus,,Jamaica,,"CABI,2011. Opuntia aurantiaca. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Opuntia aurantiaca,Plant - Succulent,,Jointed cactus,,Jamaica,,"CABI,2011. Opuntia aurantiaca. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Opuntia cochenillifera,Plant - Succulent,,,,Anguilla;Bermuda;Puerto Rico;US Virgin Islands;,,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Opuntia cochenillifera,Plant - Succulent,,,,Anguilla;Bermuda;Puerto Rico;US Virgin Islands;,,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Oreochromis aureus,Vertebrate - Fish,,Tilapia aurea (DR);Blue Tilapia,Freshwater,"Dominican Republic;Haiti;Puerto Rico;Netherlands Antilles;Dominica;Antigua-
Barbuda;Bahamas Islands;Cuba;Guatemala; Nicaragua;Costa Rica;Panama;",Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oreochromis aureus,Vertebrate - Fish,,Tilapia aurea (DR);Blue Tilapia,Freshwater,"Dominican Republic;Haiti;Puerto Rico;Netherlands Antilles;Dominica;Antigua-
Barbuda;Bahamas Islands;Cuba;Guatemala; Nicaragua;Costa Rica;Panama;",Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oreochromis mossambicus,Vertebrate - Fish,,"Tilapia mossambica (DR);Mozambique tilapia
(ISC)","Freshwater
Marine","Dominican Republic;Haiti;Puerto Rico;Martinique;St.
Lucia;Grenada;Barbados;Trinidad-Tobago;Dominica;Guadeloupe;Antigua-
Barbuda;Bahamas Islands;Cuba;Jamaica;Venezuela; Guyana;Suriname;
Honduras;Colombia;Guatemala;Nicaragua;Costa Rica;Panama;US Virgin
Islands;Netherlands Antilles;",Dominican Republic;Bahamas;Florida;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oreochromis mossambicus,Vertebrate - Fish,,"Tilapia mossambica (DR);Mozambique tilapia
(ISC)","Freshwater
Marine","Dominican Republic;Haiti;Puerto Rico;Martinique;St.
Lucia;Grenada;Barbados;Trinidad-Tobago;Dominica;Guadeloupe;Antigua-
Barbuda;Bahamas Islands;Cuba;Jamaica;Venezuela; Guyana;Suriname;
Honduras;Colombia;Guatemala;Nicaragua;Costa Rica;Panama;US Virgin
Islands;Netherlands Antilles;",Dominican Republic;Bahamas;Florida;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oreochromis niloticus,Vertebrate - Fish,,Tilapia nilotica (DR);Nile Tilapia (ISC),Freshwater,"Dominican Republic;US Virgin
Islands;Cuba;Grenada;Haiti;Jamaica;Martinique;Netherlands Antilles;Puerto
Rico;St. Lucia;St. Vincent-Grenadines;Trinidad-
Tobago;Guyana;Suriname;Venezuela;",Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oreochromis niloticus,Vertebrate - Fish,,Tilapia nilotica (DR);Nile Tilapia (ISC),Freshwater,"Dominican Republic;US Virgin
Islands;Cuba;Grenada;Haiti;Jamaica;Martinique;Netherlands Antilles;Puerto
Rico;St. Lucia;St. Vincent-Grenadines;Trinidad-
Tobago;Guyana;Suriname;Venezuela;",Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
"Oreochromis placidus
placidus",Vertebrate - Fish,,Black Tilapia,Freshwater,Barbados,Barbados,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
"Oreochromis placidus
placidus",Vertebrate - Fish,,Black Tilapia,Freshwater,Barbados,Barbados,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oreochromis sp.,Vertebrate - Fish,,Tilapia rojo (DR);,Freshwater,Dominican Republic;,Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oreochromis sp.,Vertebrate - Fish,,Tilapia rojo (DR);,Freshwater,Dominican Republic;,Dominican Republic,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oreochromis spp.,Vertebrate - Fish,,,,Cuba;Jamaica;Honduras;Colombia;Nicaragua;Costa Rica;,Nicaragua;Costa Rica;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Oreochromis spp.,Vertebrate - Fish,,,,Cuba;Jamaica;Honduras;Colombia;Nicaragua;Costa Rica;,Nicaragua;Costa Rica;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Oreochromis urolepis,Vertebrate - Fish,,Tilapia;Rufigi tilapia,Freshwater,Bahamas Islands;,Bahamas Islands;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Oreochromis urolepis,Vertebrate - Fish,,Tilapia;Rufigi tilapia,Freshwater,Bahamas Islands;,Bahamas Islands;,"Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Orobanche ramosa,Plant - Parasitic,,Branched broomrape,,Cuba,,"CABI,2011. Orobanche ramosa. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Orobanche ramosa,Plant - Parasitic,,Branched broomrape,,Cuba,,"CABI,2011. Orobanche ramosa. In: Invasive Species Compendium.
Wallingford, UK: CAB International. http://www.cabi.org/isc."
Orthezia insignis,"Invertebrate -
Insect",,Greenhouse orthezia (ISC),,Bermuda;,Bermuda;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Orthezia insignis,"Invertebrate -
Insect",,Greenhouse orthezia (ISC),,Bermuda;,Bermuda;,"ISSG, 2011. Global Invasive Species Database (GISD). Invasive
Species Specialist Group of the IUCN Species Survival Commission.
http://www.issg.org/database"
Osteopilus septentrionalis,"Vertebrate -
Amphibian",,Cuban tree frog;,Terrestrial,"St. Martin;Anguilla;British Virgin Islands;Turks-Caicos;Puerto Rico;US Virgin
Islands;Curacao;Guadeloupe;Antigua-Barbuda;Jamaica;","St. Martin;Antigua;British Virgin Islands; Jamaica; Netherlands Antilles
(Curacao);Puerto Rico;Turks-Caicos;US Virgin Islands (St.Croix);","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Osteopilus septentrionalis,"Vertebrate -
Amphibian",,Cuban tree frog;,Terrestrial,"St. Martin;Anguilla;British Virgin Islands;Turks-Caicos;Puerto Rico;US Virgin
Islands;Curacao;Guadeloupe;Antigua-Barbuda;Jamaica;","St. Martin;Antigua;British Virgin Islands; Jamaica; Netherlands Antilles
(Curacao);Puerto Rico;Turks-Caicos;US Virgin Islands (St.Croix);","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Ovis aries,"Vertebrate -
Mammal",,Sheep;,Terrestrial,"Bahamas Islands;Curacao;Antigua-Barbuda;US Virgin Islands;Dominican
Republic;Haiti;British Virgin Islands;","Bahamas Islands;US
Virgin Islands;Dominican Republic;Haiti;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
Ovis aries,"Vertebrate -
Mammal",,Sheep;,Terrestrial,"Bahamas Islands;Curacao;Antigua-Barbuda;US Virgin Islands;Dominican
Republic;Haiti;British Virgin Islands;","Bahamas Islands;US
Virgin Islands;Dominican Republic;Haiti;","Kairo, M., Ali, B. Cheesman, O., Haysom, K. and Murphy, S. 2003.
Invasive species threats in the Caribbean Region. Report to The
Nature Conservancy. 134 pp <http://tinyurl.com/awoxl or
http://www.issg.org/database/species/reference_files/Kairo et al,
2003.pdf>"
